"pccode","casnum","pcname"
39502,548629,"Hexamethyl-p-rosaniline chloride"
39502,548629,"Pararosaniline, N,N,N',N',N"",N""-hexamethyl-, chloride"
39502,548629,"Hectograph Violet"
39502,548629,"Bismuth Violet"
39502,548629,"C.I. Basic Violet 3"
39502,548629,"N-(4-(Bis(4-(dimethylamino)phenyl)methylene)-2,5-cyclohexadieny-1-ylidene)-N-methylmethanaminium chloride"
39502,548629,"Crystal Violet"
39502,548629,"Gentian Violet"
39502,548629,"Methanaminium, N-(4-(bis(4-(dimethylamino)phenyl)methylene)-2,5-cyclohexadien-1-ylidene)-N-methyl-, chloride"
39502,548629,"Methylrosaniline chloride(Not selected for InertFinder)"
39502,548629,"Methanaminium, N-(4-(bis(4-(dimethylamino)phenyl)methylene)-2,5-cyclohexadien-1-ylidene)-N-methyl-, chloride"
39502,548629,"C.I. 42555"
39503,548629,"C.I. Basic Violet 1"
39503,548629,"Helione Orange"
39503,548629,"Methyl Violet"
39503,548629,"C.I. Basic Violet 1"
39503,548629,"C.I. Basic Violet 1"
39503,548629,"C.I. 42535"
39503,548629,"C.I. Basic Violet 1"
39503,548629,"Helione Orange"
39503,8004873,"C.I. Basic Violet 1"
39503,8004873,"Helione Orange"
39503,8004873,"Methyl Violet"
39503,8004873,"C.I. Basic Violet 1"
39503,8004873,"C.I. Basic Violet 1"
39503,8004873,"C.I. 42535"
39503,8004873,"C.I. Basic Violet 1"
39503,8004873,"Helione Orange"
39503,53466674,"C.I. Basic Violet 1"
39503,53466674,"Helione Orange"
39503,53466674,"Methyl Violet"
39503,53466674,"C.I. Basic Violet 1"
39503,53466674,"C.I. Basic Violet 1"
39503,53466674,"C.I. 42535"
39503,53466674,"C.I. Basic Violet 1"
39503,53466674,"Helione Orange"
39504,569642,"N-(4-((4-(Dimethylamino)phenyl)phenylmethylene)-2,5-cyclohexadien-1-ylidene)-N-methylmethanaminium chloride"
39504,569642,"Fast Green"
39504,569642,"Methanaminium, N-(4-((4-(dimethylamino)phenyl)phenylmethylene)-2,5-cyclohexadien-1-ylidene)-N-methyl-, chloride"
39504,569642,"C.I. Basic Green 4"
39504,569642,"Malachite green(NO INERT USE)"
39504,569642,"C.I. 42000"
39504,569642,"Methanaminium, N-(4-((4-(dimethylamino)phenyl)phenylmethylene)-2,5-cyclohexadien-1-ylidene)-N-methyl-, chloride"
39505,61734,"3,7-Bis(dimethylamino)-phenothiazin-5-ium chloride"
39505,61734,"Methylthionine chloride"
39505,61734,"C.I. 52015"
39505,61734,"C.I. Basic Blue 9"
39505,61734,"Methylene blue"
39505,61734,"Swiss blue"
40500,8022159,"Lavandin oil"
40501,8022966,"Oils, jasmine"
40501,8022966,"Oil of jasmine"
40502,8007021,"Oil of lemongrass"
40503,8000484,"Oil of eucalyptus"
40504,8008988,"Oil of cajeput"
40505,8000279,"Juniperus virginiana oil"
40505,8000279,"Cedarwood oil"
40506,104552,"3-Phenyl-2-propenal"
40506,104552,"Cinnamic aldehyde"
40506,104552,"Cinnamaldehyde"
40506,104552,"Zimtaldehyde light"
40506,104552,"Phenylacrolein"
40507,8007203,"Oils, cedar leaf"
40507,8007203,"Cedar leaf oil"
40508,8002162,"Rosin oil"
40509,8007441,"Oil of Pennyroyal"
40509,8007441,"Oils, pennyroyal, Hedeoma pulegioides"
40509,8007441,"Pennyroyal oil"
40510,5392405,"Lemongrass oil, principal component of"
40510,5392405,"Citronella oil, component of"
40510,5392405,"3,7-Dimethyl-2,6-octadienal"
40510,5392405,"Citral"
40510,5392405,"Lemon oil, component of"
40511,122974,"Benzenepropanol"
40511,122974,"Hydrocinnamyl alcohol"
40511,122974,"3-Phenyl-1-propanol"
40511,122974,"Benzenepropanol"
40512,104541,"Cinnamic alcohol"
40512,104541,"Cinnamyl alcohol"
40512,104541,"Cinnamyl alcohol"
40512,104541,"3-Phenyl-2-propenol"
40512,104541,"3-Phenylallyl alcohol"
40512,104541,"Cinnamyl alcohol"
40513,702238,"Benzeneethanol, 4-methoxy-"
40513,702238,"4-Methoxybenzeneethanol"
40513,702238,"p-Methoxyphenethyl alcohol"
40513,702238,"2-(p-Anisyl)ethanol"
40514,1963366,"p-Methoxycinnamaldehyde"
40514,1963366,"2-Propenal, 3-(4-methoxyphenyl)-"
40514,1963366,"2-Propenal, 3-(4-methoxyphenyl)-"
40514,1963366,"3-(4-Methoxyphenyl)-2-propenal"
40515,135773,"1,2,4-Trimethoxybenzene"
40515,135773,"1,2,4-Benzenetriol trimethyl ether"
40516,14371109,"trans-Cinnamaldehyde"
40516,14371109,"(E)-3-Phenyl-2-propenal"
40516,14371109,"(E)-Cinnamaldehyde"
40517,8008579,"Oil of orange"
40517,8008579,"Oils, orange, sweet"
40518,8020197,"Citrus oil"
40518,8020197,"Lemon peel oil"
40518,8020197,"Oils, essential, lemon"
40518,8020197,"Citrus lemon peel oil"
40519,8014297,"Oil of rue"
40519,8014297,"Oils, rue"
40520,8006788,"Oil of bay"
40520,8006788,"Oils, bay"
40522,129828246,"Oils, eucalyptus, E. citriodora (CA Index name)"
40522,129828246,"Oil of Lemon Eucalyptus"
40901,19897440,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,10,10a- decahydro-1,4a-dimethyl-7-(1-methylethyl)-, anhydride, (1R-?1.alpha.(1R*,4aR*,4bR*,10aR*),4a.beta.,4b.beta.,4b.alpha.,10a.alpha.|-"
40901,19897440,"Podocarpa-7,13-dien-15-oic acid, 13-isopropyl-, anhydride"
40901,19897440,"(**)-Decahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenecarboxylic acid anhydride (**)=1,2,3,4,4a,4b,5,6,10,10a"
40901,19897440,"Abietic anhydride"
41001,94962,"Carbide 6-12"
41001,94962,"Repellant 6-12"
41001,94962,"2-Ethylhexanediol"
41001,94962,"Compound 6-12 Insect Repellant"
41001,94962,"3-Hydroxymethyl-n-heptan-4-ol"
41001,94962,"Octylene glycol"
41001,94962,"2-Ethyl-3-propyl-1,3-propanediol"
41001,94962,"Ethyl hexyleneglycol"
41001,94962,"Rutgers 612"
41001,94962,"2-Ethyl-1,3-hexanediol"
41001,94962,"6-12 Insect Repellant"
41001,94962,"Ethohexadiol"
41001,94962,"Ethyl hexanediol"
41001,94962,"612"
41002,144194,"1,3-Pentanediol, 2,2,4-trimethyl-"
41002,144194,"2,2,4-Trimethyl-1,3-pentanediol"
41002,144194,"TMPD"
41003,115844,"1,3-Propanediol, 2-butyl-2-ethyl-"
41003,115844,"2-Butyl-2-ethyl-1,3-propanediol"
41003,115844,"2-Ethyl-2-butyl-1,3-propanediol"
41101,13194484,"Mocap"
41101,13194484,"Ethoprophos"
41101,13194484,"O-Ethyl S,S-dipropyl phosphorodithioate"
41101,13194484,"Jolt"
41101,13194484,"VC 9-104"
41101,13194484,"ENT 27318"
41101,13194484,"Rovokil"
41101,13194484,"Phosphorodithioic acid, O-ethyl S,S-dipropyl ester"
41101,13194484,"Mocap 10G"
41101,13194484,"S,S-Dipropyl O-ethyl phosphorodithioate"
41101,13194484,"Ethoprop"
41101,13194484,"Prophos"
41101,13194484,"Phosethoprop"
41201,22221109,"Hexanoic acid, 2-ethyl-, copper salt"
41201,22221109,"Hexanoic acid, 2-ethyl-, copper salt"
41201,22221109,"2-Ethylhexanoic acid copper salt"
41201,22221109,"Hexanoic acid, 2-ethyl-, copper salt"
41201,22221109,"Copper 2-ethylhexanoate"
41202,53404243,"Hexanoic acid, 2-ethyl-, compd. with abietylamine (2:1), copper salt"
41202,53404243,"Copper dehydroabietylammonium 2-ethylhexanoate"
41203,136538,"2-Ethylhexanoic acid zinc salt"
41203,136538,"Hexanoic acic, 2-ethyl-, zinc salt"
41203,136538,"Hexanoic acic, 2-ethyl-, zinc salt"
41203,136538,"Zinc 2-ethylhexanoate"
41203,136538,"Hexanoic acic, 2-ethyl-, zinc salt"
41204,88859943,"Isooctanoic acid, copper salt"
41204,88859943,"Copper isooctanoate"
41205,84082939,"Isooctanoic acid, zinc salt"
41205,84082939,"Zinc isooctanoate"
41211,72915823,"Isononanoic acid, copper(2+) salt"
41211,72915823,"Copper isononanoate"
41211,72915823,"Isononanoic acid, copper(2+) salt"
41212,53988060,"Zinc isononanoate"
41212,53988060,"Isononanoic acid, zinc salt"
41221,84082882,"Isodecanoic acid, copper(2+) salt"
41221,84082882,"Isodecanoic acid, copper(2+) salt"
41221,84082882,"Copper isodecanoate"
41222,30304304,"Isodecanoic acid, zinc salt"
41222,30304304,"Isodecanoic acid, zinc salt"
41222,30304304,"Isodecanoic acid, zinc salt"
41222,30304304,"Zinc isodecanoate"
41301,1134232,"Cycloate"
41301,1134232,"Cycloate"
41301,1134232,"Carbamothioic acid, cyclohexylethyl-, S-ethyl ester"
41301,1134232,"R-2063"
41301,1134232,"Eurex"
41301,1134232,"Cycloate"
41301,1134232,"Ro-Neet"
41301,1134232,"Cycloate"
41301,1134232,"Cyclohexylethylcarbamothioic acid S-ethyl ester"
41301,1134232,"S-Ethyl cyclohexylethylthiocarbamate"
41301,1134232,"S-Ethyl N-ethylcyclohexanecarbamothioate"
41401,759944,"Ethyl N,N-dipropylthiocarbamate"
41401,759944,"Carbamic acid, dipropylthio-, S-ethyl ester"
41401,759944,"Dipropylcarbamothioic acid S-ethyl ester"
41401,759944,"EPTC"
41401,759944,"Eradicane"
41401,759944,"EPTC"
41401,759944,"EPTC"
41401,759944,"Eptam"
41401,759944,"EPTC"
41401,759944,"Carbamothioic acid, dipropyl-, S-ethyl ester"
41401,759944,"S-Ethyl dipropylthiocarbamate"
41401,759944,"EPTC"
41402,2212671,"Felan"
41402,2212671,"R-4572"
41402,2212671,"Ethyl-1-hexamethyleneiminecarbothioate"
41402,2212671,"Hexahydro-1H-azepine-1-carbothioic acid S-ethyl ester"
41402,2212671,"Jalan"
41402,2212671,"Carbamothioic acid, N,N-hexamethylene-, S-ethyl ester"
41402,2212671,"1H-Azepine-1-carbothioic acid, hexahydro-, S-ethyl ester"
41402,2212671,"Carbamic acid, hexamethylenethio-, S-ethyl ester"
41402,2212671,"Hydram"
41402,2212671,"Sakkimol"
41402,2212671,"Molinate"
41402,2212671,"Molinate"
41402,2212671,"Molinate"
41402,2212671,"Ordram"
41402,2212671,"Sakkimol"
41402,2212671,"Yulan"
41402,2212671,"S-Ethyl hexahydro-1H-azepine-1-carbothioate"
41402,2212671,"R-4572"
41402,2212671,"Molinate"
41403,1114712,"R-2061"
41403,1114712,"Pebulate"
41403,1114712,"Tillam"
41403,1114712,"Carbamothioic acid, butylethyl-, S-propyl ester"
41403,1114712,"S-Propyl butylethylthiocarbamate"
41403,1114712,"PEBC"
41403,1114712,"S-Propyl butylethylcarbamothioate"
41403,1114712,"Butylethylcarbamothioic acid S-propyl ester"
41403,1114712,"n-Propyl ethyl-n-butylthiolcarbamate"
41403,1114712,"Pebulate"
41403,1114712,"Carbamic acid, butylethylthio-, S-propyl ester"
41403,1114712,"Pebulate"
41403,1114712,"Butylethylthiocarbamic acid S-propyl ester"
41403,1114712,"Pebulate"
41404,1929777,"Carbamothioic acid, dipropyl-, S-propyl ester"
41404,1929777,"Dipropylcarbamothioic acid S-propyl ester"
41404,1929777,"Surpass"
41404,1929777,"Vernolate"
41404,1929777,"R-1607"
41404,1929777,"Vernam"
41404,1929777,"Propyl-N,N-dipropylthiolcarbamate"
41404,1929777,"S-Propyl dipropylthiocarbamate"
41404,1929777,"Vernolate"
41404,1929777,"n-Propyl-di-n-propyl thiocarbamate"
41404,1929777,"Surpass"
41404,1929777,"PPTC"
41404,1929777,"Carbamic acid, dipropylthio-, S-propyl ester"
41405,2008415,"Carbamic acid, diisobutylthio-, S-ethyl ester"
41405,2008415,"R-1910"
41405,2008415,"S-Ethyl bis(2-methylpropyl)carbamothioate"
41405,2008415,"Butylate"
41405,2008415,"Genate Plus"
41405,2008415,"S-Ethyl diisobutylthiocarbamate"
41405,2008415,"Carbamothioic acid, bis(2-methylpropyl)-, S-ethyl ester"
41405,2008415,"S-Ethyl N,N-diisobutylthiocarbamate"
41405,2008415,"Sutazine +, component of(with 080803)"
41405,2008415,"Sutan +"
41405,2008415,"Bis(2-methylpropyl)carbamothioic acid S-ethyl ester"
41405,2008415,"S-Ethyl N,N-diisobutylthiolcarbamate"
41415,15263522,"Carbamic acid, thio-, S,S'-?2-(dimethylamino)trimethyleneU ester, monohydrochloride"
41415,15263522,"S,S'-?2-(dimethylamino)-1,3-propanediylU dicarbamothioate monohydrochloride"
41415,15263522,"Padan"
41415,15263522,"Cartap hydrochloride"
41415,15263522,"Carbamothioic acid, S,S'-[2-(dimethylamino)-1,3-propanediyl] ester, monohydrochloride"
41501,4665558,"Mercury, (acetato-O)(2-hydroxyethyl)-"
41501,4665558,"Mercury, (acetato-O)(2-hydroxyethyl)-"
41501,4665558,"2-(Acetoxymercuri)ethanol"
41502,109626,"Mercury, (acetato-O)ethyl-"
41502,109626,"Ethylmercury acetate"
41502,109626,"Acetoxyethylmercury"
41502,109626,"Ethylmercury acetate"
41502,109626,"Mercury, (acetato-O)ethyl-"
41503,107277,"Chloroethylmercury"
41503,107277,"EMC"
41503,107277,"Hexasan"
41503,107277,"Mercury, chloroethyl-"
41503,107277,"Ethylmercury chloride"
41503,107277,"Ceresan"
41503,107277,"Mercury, chloroethyl-"
41503,107277,"Granosan"
41503,107277,"Ethylmercury chloride"
41503,107277,"Mercury, chloroethyl-"
41503,107277,"Granosan"
41504,22232286,"Phenol, pentachloro-, mercury complex"
41504,22232286,"Phenol, pentachloro-, mercury complex"
41504,22232286,"Mercury, ethyl(pentachlorophenolato)-"
41504,22232286,"Mercury, ethyl(pentachlorophenolato)-"
41504,22232286,"Ethylmercury pentachlorophenate"
41505,2235258,"Mercurate(2-), ethyl(phosphato(3-)-O)-, dihydrogen"
41505,2235258,"New Improved Ceresan"
41505,2235258,"Lignasan"
41505,2235258,"Mercurate(2-), ethyl(phosphato(3-)-O)-, dihydrogen"
41505,2235258,"Lignasan"
41505,2235258,"Mercury, (dihydrogen phosphato)ethyl-"
41505,2235258,"Mercury, (dihydrogen phosphato)ethyl-"
41505,2235258,"Mercury, (dihydrogen phosphato)ethyl-"
41505,2235258,"New Improved Granosan"
41505,2235258,"Ethylmercury phosphate"
41505,2235258,"Ethylmercury phosphate"
41506,517168,"Benzenesulfonamide, 4-methyl-N-phenyl-, mercury complex"
41506,517168,"Ceresan M-DB"
41506,517168,"Benzenesulfonamide, 4-methyl-N-phenyl-, mercury complex"
41506,517168,"N-(Ethylmercury)-p-toluenesulfonanilide"
41506,517168,"Mercury, ethyl(4-methyl-N-phenylbenzenesulfonamidato-N)-"
41506,517168,"Mercury, ethyl(4-methyl-N-phenylbenzenesulfonamidato-N)-"
41506,517168,"Ceresan M"
41507,2597924,"Mercury, ((2,3-dihydroxypropyl)thio)ethyl-"
41507,2597924,"Mercury, ((2,3-dihydroxypropyl)thio)ethyl-"
41507,2597924,"Mercury. ethyl(3-mercapto-1,2-propanediolato-S-)-"
41507,2597924,"Ethylmercury 2,3-dihydroxypropylmercaptide"
41507,2597924,"Mercury. ethyl(3-mercapto-1,2-propanediolato-S-)-"
41508,151382,"Mercury, (acetato-O)(2-methoxyethyl)-"
41508,151382,"Acetoxy(2-methoxyethyl)mercury"
41508,151382,"MEMA"
41508,151382,"Mercury, (acetato-O)(2-methoxyethyl)-"
41508,151382,"Methoxyethylmercury acetate"
41508,151382,"Panogen"
41508,151382,"(2-Methoxyethyl)mercury acetate"
41508,151382,"Panogen M"
41601,72208,"2,7:3,6-Dimethanonaphth(2,3-b)oxirane, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1a.alpha.,2.beta.,3.alpha.,6.alpha.,6a.beta.,7.beta.,7a.alpha.)-"
41601,72208,"Endrex"
41601,72208,"Endrin"
41601,72208,"Endrin"
41601,72208,"Hexadrin"
41601,72208,"Hexachloroepoxyoctahydro-endo,endo-dimethanonaphthalene"
41601,72208,"ENT-17251"
41601,72208,"(*)-Hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene(*) = (1R,4S,5R,8S)-1,2,3,4,10,10"
41701,944229,"N-2790"
41701,944229,"Dyfonate"
41701,944229,"Phosphonodithioic acid, ethyl-, O-ethyl S-phenyl ester"
41701,944229,"Phosphonodithioic acid, ethyl-, O-ethyl S-phenyl ester"
41701,944229,"O-Ethyl S-phenyl ethylphosphonodithioate"
41701,944229,"Fonofos"
41701,944229,"ENT-25,796"
41701,944229,"Stauffer N-2790"
41701,944229,"Phosphonodithioic acid, ethyl-, O-ethyl S-phenyl ester"
41701,944229,"Phosphonodithioic acid, ethyl-, O-ethyl S-phenyl ester"
41701,944229,"Phosphonodithioic acid, ethyl-, O-ethyl S-phenyl ester"
41801,2104645,"Phosphonothioic acid, phenyl-, O-ethyl O-(4-nitrophenyl) ester"
41801,2104645,"EPN"
41801,2104645,"O-Ethyl O-(p-nitrophenyl) phenylphosphonothioate"
41801,2104645,"O-Ethyl O-(p-nitrophenyl) benzenethiophosphonate"
41801,2104645,"O-Ethyl phenyl (p-nitrophenyl) thiophosphonate"
41801,2104645,"O-Ethyl O-(4-nitrophenyl) benzenethionophosphonate"
41801,2104645,"Ethoxy-(((4-nitrophenoxy)phenyl)phosphine) sulfide"
41801,2104645,"Ethyl p-nitrophenyl thiobenzene phosphonate"
41801,2104645,"Ethyl (p-nitrophenyl) benzenethionophosphonate"
41801,2104645,"EPN"
41801,2104645,"Phenol, p-nitro-, O-ester with O-ethyl phenyl phosphonothioate"
41801,2104645,"Ethyl (p-nitrophenyl) benzenethiophosphonate"
41801,2104645,"Benzenephosphonic acid, thiono-, ethyl-(p-nitrophenyl) ester"
41801,2104645,"Ethyl (p-nitrophenyl) thionobenzenephosphonate"
41801,2104645,"Ethyl (p-nitrophenyl) phenylphosphonothioate"
41801,2104645,"ENT-17798"
41801,2104645,"PIN"
41801,2104645,"O-Ethyl O-(4-nitrophenyl) phenylphosphonothioate"
41801,2104645,"O-Ethyl O-(p-nitrophenyl) phenylphosphonothioate"
41801,2104645,"O-Ethyl O-(p-nitrophenyl) phenylphosphonothionate"
41801,2104645,"Phenylphosphonothioate, O-ethyl-O-p-nitrophenyl-"
41801,2104645,"O-Ethyl phenylphosphonothioic acid O-(4-nitrophenyl) ester"
41801,2104645,"Santox"
41801,2104645,"Phosphonothioic acid, phenyl-, O-ethyl O-(p-nitrophenyl) ester"
41901,74851,"Ethylene"
42001,107040,"Ethylene chlorobromide"
42001,107040,"1-Bromo-2-chloroethane"
42002,106934,"Aadibroom"
42002,106934,"Dowfume MC-2"
42002,106934,"Nephis"
42002,106934,"Celmide"
42002,106934,"NCI-C00522"
42002,106934,"Dowfume"
42002,106934,"Soilbrom-85"
42002,106934,"Dowfume EDB"
42002,106934,"EDB-85"
42002,106934,"Glycol dibromide"
42002,106934,"Pestmaster EDB-85"
42002,106934,"Dowfume W-85"
42002,106934,"Pestmaster"
42002,106934,"Soilfume"
42002,106934,"a,b-Dibromoethane"
42002,106934,"Iscobrome D"
42002,106934,"DBE"
42002,106934,"Garden Dowfume"
42002,106934,"Soilbrom 40"
42002,106934,"ENT-15349"
42002,106934,"s-Dibromoethylene"
42002,106934,"Bromofume"
42002,106934,"Fumo-Gas"
42002,106934,"Dowfume W-8"
42002,106934,"Soilbrom 100"
42002,106934,"Soilbrom 90EC"
42002,106934,"Unifume"
42002,106934,"Ethane, 1,2-dibromo-"
42002,106934,"alpha,beta-Dibromoethane"
42002,106934,"KopFume"
42002,106934,"1,2-Dibromoethane"
42002,106934,"Dibromoethane"
42002,106934,"Dowfume W85"
42002,106934,"Dowfume 40"
42002,106934,"Ethylene bromide"
42002,106934,"EDB"
42002,106934,"Ethylene dibromide"
42002,106934,"E-D-Bee"
42003,107062,"Freon 150"
42003,107062,"Dutch oil"
42003,107062,"Destruxol borer-sol"
42003,107062,"Dutch liquid"
42003,107062,"ENT-1656"
42003,107062,"EDC"
42003,107062,"1,2-Ethylene dichloride"
42003,107062,"Dowfume"
42003,107062,"Brocide"
42003,107062,"Ethane, 1,2-dichloro-"
42003,107062,"Borer sol"
42003,107062,"Dichloroethylene"
42003,107062,"Dichloremulsion"
42003,107062,"Glycol dichloride"
42003,107062,"1,2-Dichloroethane"
42003,107062,"Ethane dichloride"
42004,75092,"Methylene chloride"
42004,75092,"Methane, dichloro-(NO INERT USE, REVOKED)"
42005,78886,"1-Propene, 2,3-dichloro-"
42005,78886,"2,3-Dichloropropene"
42101,53404492,"DHS Activator"
42101,53404492,"Ethylene glycol ether of pinene (Not selected for InertFinder)"
42201,2514536,"Acetic acid, trichloro-, ethylene ester (2:1)"
42201,2514536,"Acetic acid, trichloro-, 1,2-ethanediyl ester"
42201,2514536,"Acetic acid, trichloro-, 1,2-ethanediyl ester"
42201,2514536,"Glytac"
42201,2514536,"EGT"
42201,2514536,"Ethylene glycol bis(trichloroacetate)"
42202,109864,"2-Methoxyethanol"
42202,109864,"Ethanol, 2-methoxy-"
42202,109864,"Ethylene glycol monomethyl ether(NO INERT USE, REVOKED)"
42203,107211,"Ethylene glycol"
42203,107211,"1,2-Ethanediol"
42204,111773,"2-(2-Methoxyethoxy)ethanol"
42204,111773,"Methyl carbitol"
42204,111773,"Ethanol, 2-(2-methoxyethoxy)-"
42204,111773,"Diethylene glycol monomethyl ether"
42205,107880,"1,3-Butylene glycol"
42205,107880,"1,3-Butanediol"
42301,75218,"ENT-26263"
42301,75218,"Oxirane"
42301,75218,"Ethylene oxide"
42301,75218,"oxirane"
42401,1317380,"C.I. 77403"
42401,1317380,"Copper oxide(CuO)"
42401,1317380,"Banacobru OL"
42401,1317380,"C.I. Pigment Black 15"
42401,1317380,"Copper monooxide"
42401,1317380,"Copper(II) oxide"
42401,1317380,"Copper monoxide"
42401,1317380,"Black copper oxide"
42401,1317380,"Copper(2+) oxide"
42401,1317380,"Copper oxide, black"
42401,1317380,"Cupric oxide"
42401,1317380,"Copper Brown"
42401,1317380,"Copper(II) oxide (CuO)"
42402,12168206,"Copper iron hydroxide sulfate( CuFe(OH)2(SO4) )"
42402,12168206,"Copper iron hydroxide sulfate( CuFe(OH)2(SO4) )"
42402,12168206,"Cupric ferric subsulfate complex"
42403,82010820,"Cuprous and cupric oxide, mixed"
42501,75569,"Propylene oxide"
42501,75569,"Oxirane, methyl-"
43001,50000,"Formaldehyde"
43002,30525894,"Paraformaldehyde"
43003,82010831,"Disinfectant for Mortuary Use (Use 3 code nos. 043003, 169140 and 169141)"
43003,82010831,"Formaldehyde, compd. with 1-ethenyl-2-pyrrolidinone homopolymer"
43003,82010831,"Formaldehyde, compd. with 1-ethenyl-2-pyrrolidinone homopolymer"
43003,82010831,"Polyvinylpyrrolidone-formaldehyde complex"
43102,109944,"ENT-467"
43102,109944,"Ethyl formate"
43102,109944,"Formic acid, ethyl ester"
43301,98011,"Furfural"
43301,98011,"2-Furaldehyde"
43302,126158,"2,3,4,5-Bis(delta-2-butylene)tetrahydrofurfural"
43302,126158,"R-11"
43302,126158,"4a(4H)- Dibenzofurancarboxaldehyde, 1,5a,6,9,9a,9b-hexahydro-"
43302,126158,"ENT-17596"
43302,126158,"MGK-R-11"
43302,126158,"2,3,4,5-Bis(2-butylene)tetrahydro-2-furaldehyde"
43302,126158,"MGK Repellent R-11"
43401,66819,"ENT-15541"
43401,66819,"U 4527"
43401,66819,"Naramycin A"
43401,66819,"4-(2-(3,5-Dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)-2,6-piperidinedione, (1S-(1.alpha.(S*),3.alpha.,5.beta))-"
43401,66819,"Acti-dione PM"
43401,66819,"Acti-dione BR"
43401,66819,"Kaken"
43401,66819,"Acti-dione"
43401,66819,"Hizarocin"
43401,66819,"4-((2S)-2-((1S,3S,5S)-(3,5-Dimethyl-2-oxocyclohexyl))piperidine-2,6-dione"
43401,66819,"Actispray"
43401,66819,"Acti-Aid"
43401,66819,"3-(2-(3,5-Dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)glutarimide"
43401,66819,"Naramycin"
43401,66819,"3-((R)-2-((1S,3S,5S)-3,5-Dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)gluta rimide"
43401,66819,"2,6-Piperidinedione, 4-(2-(3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)-, (1S-(1.alpha.(S*),3.alpha.,5.beta.))-"
43401,66819,"NSC-185"
43401,66819,"Cycloheximide"
43401,66819,"(1S-(1.alpha.(S*),3.alpha.,5.beta.))-4-(2-(3,5-Dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)-2,6-piperidinedione"
43401,66819,"Glutarimide, 3-(2-(3,5-dimethyl-2-oxocyclohexyl)-2-hydroxyethyl)-"
