LAKE,LAT,LON,Feb-08,Feb-08,Mar-08,Mar-08,Mar-08,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,May-08,Jun-08,Jun-08,Jun-08,Jul-08,Jul-08,Aug-08,Aug-08,Sep-08,Sep-08,Sep-08,Oct-08,Oct-08,Oct-08,Oct-08,Oct-08,Nov-08,Nov-08,Nov-08,Nov-08,Nov-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Jan-09,Jan-09,Jan-09,Jan-09,Jan-09,Feb-09,Feb-09,Feb-09,Feb-09,Feb-09,Mar-09,Mar-09,Mar-09,Mar-09,Mar-09,Mar-09,Mar-09,Apr-09,Apr-09,Apr-09,Apr-09,Apr-09,Apr-09,May-09,May-09,May-09,May-09,Jun-09,Jun-09,Jun-09,Jul-09,Aug-09,Aug-09,Aug-09,Aug-09,Aug-09,Aug-09,Aug-09,Sep-09,Sep-09,Sep-09,Sep-09,Oct-09,Oct-09,Oct-09,Oct-09,Oct-09,Oct-09,Dec-09,Dec-09,Jan-10,Jan-10,Jan-10,Jan-10,Feb-10,Feb-10,Feb-10,Feb-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Apr-10,Apr-10,Apr-10,Apr-10,Apr-10,Apr-10,Apr-10,May-10,May-10,May-10,May-10,Jun-10,Jun-10,Jun-10,Jun-10,Jun-10,Jun-10,Jun-10,Jul-10,Jul-10,Jul-10,Aug-10,Aug-10,Aug-10,Aug-10,Sep-10,Sep-10,Sep-10,Sep-10,Oct-10,Oct-10,Oct-10,Oct-10,Oct-10,Oct-10,Nov-10,Dec-10,Dec-10,Dec-10,Dec-10,Dec-10,Jan-11,Jan-11,Feb-11,Feb-11,Feb-11,Mar-11,Mar-11,Mar-11,Mar-11,Apr-11,Apr-11,Apr-11,Apr-11,Apr-11,Apr-11,Apr-11,May-11,May-11,May-11,May-11,May-11,May-11,Jun-11,Jun-11,Jun-11,Jun-11,Jul-11,Jul-11,Jul-11,Aug-11,Aug-11,Sep-11,Sep-11,Sep-11,Sep-11,Sep-11,Oct-11,Oct-11,Oct-11,Oct-11,Nov-11,Nov-11,Nov-11,Nov-11,Dec-11
Burt Lake,45.47,-84.67,0,0,0,0,0,0,0,0,0,6912,11325,12324,17268,35046,20936,13947,11753,6917,6915,4727,4875,9788,11114,12700,19128,17451,18498,15634,8337,6678,6709,4700,4948,7325,8808,17510,18872,37386,20467,14050,7827,6198,6955,5179,6798,6459,8879,14504,45.47,84.67,0,0,0,0,0,0,0,0,0,6912,11325,12324,17268,35046,20936,13947,11753,6917,6915,4727,4875,9788,11114,12700,19128,17451,18498,15634,8337,6678,6709,4700,4948,7325,8808,17510,18872,37386,20467,14050,7827,6198,6955,5179,6798,6459,8879,14504,45.47,84.67,0,0,0,0,0,0,0,0,0,6912,11325,12324,17268,35046,20936,13947,11753,6917,6915,4727,4875,9788,11114,12700,19128,17451,18498,15634,8337,6678,6709,4700,4948,7325,8808,17510,18872,37386,20467,14050,7827,6198,6955,5179,6798,6459,8879,14504,45.47,84.67,0,0,0,0,0,0,0,0,0,6912,11325,12324,17268,35046,20936,13947,11753,6917,6915,4727,4875,9788,11114,12700,19128,17451,18498,15634,8337,6678,6709,4700,4948,7325,8808,17510,18872,37386,20467,14050,7827
Bussy Brake,32.86,-91.93,0,0,0,0,0,0,0,0,0,2373,6614,7830,9418,11575,8461,5416,5009,3079,3381,2702,3115,8998,7184,5533,8338,7364,6864,7089,4455,3422,3723,2569,2389,4043,5195,7142,5667,9188,14866,10392,5358,3922,3767,2467,2898,3394,5871,9168,32.86,91.93,0,0,0,0,0,0,0,0,0,2373,6614,7830,9418,11575,8461,5416,5009,3079,3381,2702,3115,8998,7184,5533,8338,7364,6864,7089,4455,3422,3723,2569,2389,4043,5195,7142,5667,9188,14866,10392,5358,3922,3767,2467,2898,3394,5871,9168,32.86,91.93,0,0,0,0,0,0,0,0,0,2373,6614,7830,9418,11575,8461,5416,5009,3079,3381,2702,3115,8998,7184,5533,8338,7364,6864,7089,4455,3422,3723,2569,2389,4043,5195,7142,5667,9188,14866,10392,5358,3922,3767,2467,2898,3394,5871,9168,32.86,91.93,0,0,0,0,0,0,0,0,0,2373,6614,7830,9418,11575,8461,5416,5009,3079,3381,2702,3115,8998,7184,5533,8338,7364,6864,7089,4455,3422,3723,2569,2389,4043,5195,7142,5667,9188,14866,10392,5358
Butternut Lake,45.91,-88.99,17144,8663,4545,3578,4280,3462,3471,4711,4589,7071,5992,6927,9878,12507,11308,8543,7553,5662,5850,4233,3834,8302,8664,7093,11703,7484,7183,8453,7428,5914,5372,4220,5457,7460,6527,9310,8101,8282,9111,9671,6180,6033,5690,4304,8050,7186,7232,9027,45.91,88.99,17144,8663,4545,3578,4280,3462,3471,4711,4589,7071,5992,6927,9878,12507,11308,8543,7553,5662,5850,4233,3834,8302,8664,7093,11703,7484,7183,8453,7428,5914,5372,4220,5457,7460,6527,9310,8101,8282,9111,9671,6180,6033,5690,4304,8050,7186,7232,9027,45.91,88.99,17144,8663,4545,3578,4280,3462,3471,4711,4589,7071,5992,6927,9878,12507,11308,8543,7553,5662,5850,4233,3834,8302,8664,7093,11703,7484,7183,8453,7428,5914,5372,4220,5457,7460,6527,9310,8101,8282,9111,9671,6180,6033,5690,4304,8050,7186,7232,9027,45.91,88.99,17144,8663,4545,3578,4280,3462,3471,4711,4589,7071,5992,6927,9878,12507,11308,8543,7553,5662,5850,4233,3834,8302,8664,7093,11703,7484,7183,8453,7428,5914,5372,4220,5457,7460,6527,9310,8101,8282,9111,9671,6180
Bynum Reservoir,47.95,-112.4,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929,2885,2985,2106,3002,3474,4019,7498,47.95,112.4,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929,2885,2985,2106,3002,3474,4019,7498,47.95,112.4,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929,2885,2985,2106,3002,3474,4019,7498,47.95,112.4,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929
Caballo Reservoir,32.94,-107.3,0,0,0,0,0,0,0,0,0,3825,7037,5679,8505,13921,8892,5815,4313,2429,2473,1855,2163,5512,5034,4789,5986,7295,9813,7673,3683,2714,3222,2333,2345,4719,4892,7896,7618,7701,7492,6246,3394,2412,2625,2075,2991,3669,4526,7131,32.94,107.3,0,0,0,0,0,0,0,0,0,3825,7037,5679,8505,13921,8892,5815,4313,2429,2473,1855,2163,5512,5034,4789,5986,7295,9813,7673,3683,2714,3222,2333,2345,4719,4892,7896,7618,7701,7492,6246,3394,2412,2625,2075,2991,3669,4526,7131,32.94,107.3,0,0,0,0,0,0,0,0,0,3825,7037,5679,8505,13921,8892,5815,4313,2429,2473,1855,2163,5512,5034,4789,5986,7295,9813,7673,3683,2714,3222,2333,2345,4719,4892,7896,7618,7701,7492,6246,3394,2412,2625,2075,2991,3669,4526,7131,32.94,107.3,0,0,0,0,0,0,0,0,0,3825,7037,5679,8505,13921,8892,5815,4313,2429,2473,1855,2163,5512,5034,4789,5986,7295,9813,7673,3683,2714,3222,2333,2345,4719,4892,7896,7618,7701,7492,6246,3394
Calahan Lake,34.24,-94.68,0,0,0,0,0,0,0,0,280,1614,1735,2792,4887,5983,5399,3446,2927,1662,1723,1172,1300,2981,3918,4471,11109,6060,3652,2997,1760,1510,1639,1203,1291,2267,3181,4744,4705,7438,4433,3039,1761,1478,1774,1460,2335,2289,2726,4321,34.24,94.68,0,0,0,0,0,0,0,0,280,1614,1735,2792,4887,5983,5399,3446,2927,1662,1723,1172,1300,2981,3918,4471,11109,6060,3652,2997,1760,1510,1639,1203,1291,2267,3181,4744,4705,7438,4433,3039,1761,1478,1774,1460,2335,2289,2726,4321,34.24,94.68,0,0,0,0,0,0,0,0,280,1614,1735,2792,4887,5983,5399,3446,2927,1662,1723,1172,1300,2981,3918,4471,11109,6060,3652,2997,1760,1510,1639,1203,1291,2267,3181,4744,4705,7438,4433,3039,1761,1478,1774,1460,2335,2289,2726,4321,34.24,94.68,0,0,0,0,0,0,0,0,280,1614,1735,2792,4887,5983,5399,3446,2927,1662,1723,1172,1300,2981,3918,4471,11109,6060,3652,2997,1760,1510,1639,1203,1291,2267,3181,4744,4705,7438,4433,3039,1761
Calamus Reservoir,41.87,-99.27,12848,7731,4637,3672,3271,2129,2198,5991,5642,12073,10023,9291,13482,14010,10375,9405,8933,6112,6546,3062,4102,12692,8526,13726,15618,8337,7783,8611,4976,3777,4033,3002,3311,6708,6680,11621,12792,14758,9686,6492,3856,3567,3956,2677,3694,4196,5832,8364,41.87,99.27,12848,7731,4637,3672,3271,2129,2198,5991,5642,12073,10023,9291,13482,14010,10375,9405,8933,6112,6546,3062,4102,12692,8526,13726,15618,8337,7783,8611,4976,3777,4033,3002,3311,6708,6680,11621,12792,14758,9686,6492,3856,3567,3956,2677,3694,4196,5832,8364,41.87,99.27,12848,7731,4637,3672,3271,2129,2198,5991,5642,12073,10023,9291,13482,14010,10375,9405,8933,6112,6546,3062,4102,12692,8526,13726,15618,8337,7783,8611,4976,3777,4033,3002,3311,6708,6680,11621,12792,14758,9686,6492,3856,3567,3956,2677,3694,4196,5832,8364,41.87,99.27,12848,7731,4637,3672,3271,2129,2198,5991,5642,12073,10023,9291,13482,14010,10375,9405,8933,6112,6546,3062,4102,12692,8526,13726,15618,8337,7783,8611,4976,3777,4033,3002,3311,6708,6680,11621,12792,14758,9686,6492,3856
Calaveras Lake,29.3,-98.32,10010,5136,2645,2492,2892,1840,1679,2019,1664,5233,5144,6084,8734,8568,6968,4394,2903,1783,2256,1812,2525,5860,4927,5943,9591,7918,5095,4522,2523,2364,2563,1807,1931,4157,5913,7816,5626,5819,5189,4823,2524,2130,2455,2086,3340,3340,4486,5644,29.3,98.32,10010,5136,2645,2492,2892,1840,1679,2019,1664,5233,5144,6084,8734,8568,6968,4394,2903,1783,2256,1812,2525,5860,4927,5943,9591,7918,5095,4522,2523,2364,2563,1807,1931,4157,5913,7816,5626,5819,5189,4823,2524,2130,2455,2086,3340,3340,4486,5644,29.3,98.32,10010,5136,2645,2492,2892,1840,1679,2019,1664,5233,5144,6084,8734,8568,6968,4394,2903,1783,2256,1812,2525,5860,4927,5943,9591,7918,5095,4522,2523,2364,2563,1807,1931,4157,5913,7816,5626,5819,5189,4823,2524,2130,2455,2086,3340,3340,4486,5644,29.3,98.32,10010,5136,2645,2492,2892,1840,1679,2019,1664,5233,5144,6084,8734,8568,6968,4394,2903,1783,2256,1812,2525,5860,4927,5943,9591,7918,5095,4522,2523,2364,2563,1807,1931,4157,5913,7816,5626,5819,5189,4823,2524
Calaveras Reservoir,37.47,-121.8,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983,2486,2727,2094,2833,3571,4912,6828,37.47,121.8,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983,2486,2727,2094,2833,3571,4912,6828,37.47,121.8,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983,2486,2727,2094,2833,3571,4912,6828,37.47,121.8,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983
Camanche Reservoir,38.22,-121,9612,5539,3220,2818,2988,2028,1771,2033,1785,5241,6736,5337,8070,18764,11287,6364,3985,2148,2446,1962,2336,5445,4700,4791,6809,9656,6558,4800,2610,2320,2394,1840,2407,4873,5526,10579,8681,11458,7318,4870,2834,2127,2319,1781,2591,4192,5246,6888,38.22,121,9612,5539,3220,2818,2988,2028,1771,2033,1785,5241,6736,5337,8070,18764,11287,6364,3985,2148,2446,1962,2336,5445,4700,4791,6809,9656,6558,4800,2610,2320,2394,1840,2407,4873,5526,10579,8681,11458,7318,4870,2834,2127,2319,1781,2591,4192,5246,6888,38.22,121,9612,5539,3220,2818,2988,2028,1771,2033,1785,5241,6736,5337,8070,18764,11287,6364,3985,2148,2446,1962,2336,5445,4700,4791,6809,9656,6558,4800,2610,2320,2394,1840,2407,4873,5526,10579,8681,11458,7318,4870,2834,2127,2319,1781,2591,4192,5246,6888,38.22,121,9612,5539,3220,2818,2988,2028,1771,2033,1785,5241,6736,5337,8070,18764,11287,6364,3985,2148,2446,1962,2336,5445,4700,4791,6809,9656,6558,4800,2610,2320,2394,1840,2407,4873,5526,10579,8681,11458,7318,4870,2834
Camanche Reservoir,38.23,-120.9,20987,12675,6840,6139,6738,5045,4571,4757,4280,11701,12475,11003,22692,29178,14309,11513,8591,5007,5628,5056,6221,13499,12736,16055,23474,19922,12623,9575,5920,4703,5060,4296,5080,10468,12557,18068,14573,28637,16045,10175,6003,5828,6809,4980,7866,8892,11374,15412,38.23,120.9,20987,12675,6840,6139,6738,5045,4571,4757,4280,11701,12475,11003,22692,29178,14309,11513,8591,5007,5628,5056,6221,13499,12736,16055,23474,19922,12623,9575,5920,4703,5060,4296,5080,10468,12557,18068,14573,28637,16045,10175,6003,5828,6809,4980,7866,8892,11374,15412,38.23,120.9,20987,12675,6840,6139,6738,5045,4571,4757,4280,11701,12475,11003,22692,29178,14309,11513,8591,5007,5628,5056,6221,13499,12736,16055,23474,19922,12623,9575,5920,4703,5060,4296,5080,10468,12557,18068,14573,28637,16045,10175,6003,5828,6809,4980,7866,8892,11374,15412,38.23,120.9,20987,12675,6840,6139,6738,5045,4571,4757,4280,11701,12475,11003,22692,29178,14309,11513,8591,5007,5628,5056,6221,13499,12736,16055,23474,19922,12623,9575,5920,4703,5060,4296,5080,10468,12557,18068,14573,28637,16045,10175,6003
Canadarago Lake,42.82,-75.01,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,42.82,75.01,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,42.82,75.01,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,42.82,75.01,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166
Canandaigua Lake,42.77,-77.31,11290,6769,4520,3823,3845,2916,2552,4179,3716,11317,8348,10391,18041,14935,8767,5738,6078,3525,4538,3768,5130,11590,9862,15602,14746,10694,9051,8668,4502,3581,3554,2773,3744,6402,6924,11308,12073,13855,8412,5046,2478,2016,2905,1909,3321,3650,4104,5952,42.77,77.31,11290,6769,4520,3823,3845,2916,2552,4179,3716,11317,8348,10391,18041,14935,8767,5738,6078,3525,4538,3768,5130,11590,9862,15602,14746,10694,9051,8668,4502,3581,3554,2773,3744,6402,6924,11308,12073,13855,8412,5046,2478,2016,2905,1909,3321,3650,4104,5952,42.77,77.31,11290,6769,4520,3823,3845,2916,2552,4179,3716,11317,8348,10391,18041,14935,8767,5738,6078,3525,4538,3768,5130,11590,9862,15602,14746,10694,9051,8668,4502,3581,3554,2773,3744,6402,6924,11308,12073,13855,8412,5046,2478,2016,2905,1909,3321,3650,4104,5952,42.77,77.31,11290,6769,4520,3823,3845,2916,2552,4179,3716,11317,8348,10391,18041,14935,8767,5738,6078,3525,4538,3768,5130,11590,9862,15602,14746,10694,9051,8668,4502,3581,3554,2773,3744,6402,6924,11308,12073,13855,8412,5046,2478
Caney Creek Reservoir,32.25,-92.53,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983,2486,2727,2094,2833,3571,4912,6828,32.25,92.53,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983,2486,2727,2094,2833,3571,4912,6828,32.25,92.53,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983,2486,2727,2094,2833,3571,4912,6828,32.25,92.53,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983
Cannon Lake,44.27,-93.36,24776,16040,7864,5721,5271,3113,2824,3506,2579,3878,4598,5549,9808,12972,9269,6715,6868,4334,4904,3248,3793,9600,7555,18035,19401,7788,7078,8671,5123,4067,4088,2822,2898,4876,6387,8826,7771,8207,7984,8034,4716,3800,3816,2915,3993,4253,5795,8498,44.27,93.36,24776,16040,7864,5721,5271,3113,2824,3506,2579,3878,4598,5549,9808,12972,9269,6715,6868,4334,4904,3248,3793,9600,7555,18035,19401,7788,7078,8671,5123,4067,4088,2822,2898,4876,6387,8826,7771,8207,7984,8034,4716,3800,3816,2915,3993,4253,5795,8498,44.27,93.36,24776,16040,7864,5721,5271,3113,2824,3506,2579,3878,4598,5549,9808,12972,9269,6715,6868,4334,4904,3248,3793,9600,7555,18035,19401,7788,7078,8671,5123,4067,4088,2822,2898,4876,6387,8826,7771,8207,7984,8034,4716,3800,3816,2915,3993,4253,5795,8498,44.27,93.36,24776,16040,7864,5721,5271,3113,2824,3506,2579,3878,4598,5549,9808,12972,9269,6715,6868,4334,4904,3248,3793,9600,7555,18035,19401,7788,7078,8671,5123,4067,4088,2822,2898,4876,6387,8826,7771,8207,7984,8034,4716
Canton Lake,36.12,-98.62,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983,2486,2727,2094,2833,3571,4912,6828,36.12,98.62,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983,2486,2727,2094,2833,3571,4912,6828,36.12,98.62,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983,2486,2727,2094,2833,3571,4912,6828,36.12,98.62,12002,5507,2697,2305,2781,1888,1661,1861,1445,3465,4995,5056,11206,12754,7911,4425,3540,2239,2442,1648,1913,5462,5316,5429,7439,6342,8015,6633,3416,3065,3109,2025,2283,4424,4975,7243,7353,8586,6989,5572,2983
Canyon Ferry Lake,46.49,-111.6,15548,8451,4153,3234,3154,2179,1975,2245,1783,2960,4716,6566,7869,12078,12213,7202,5230,2825,2744,1900,1805,4539,5317,6267,9851,6963,8748,6885,3550,3017,3268,2336,2305,4552,5118,7688,6683,7594,7489,6882,3497,2754,2800,1976,2634,3053,4938,6498,46.49,111.6,15548,8451,4153,3234,3154,2179,1975,2245,1783,2960,4716,6566,7869,12078,12213,7202,5230,2825,2744,1900,1805,4539,5317,6267,9851,6963,8748,6885,3550,3017,3268,2336,2305,4552,5118,7688,6683,7594,7489,6882,3497,2754,2800,1976,2634,3053,4938,6498,46.49,111.6,15548,8451,4153,3234,3154,2179,1975,2245,1783,2960,4716,6566,7869,12078,12213,7202,5230,2825,2744,1900,1805,4539,5317,6267,9851,6963,8748,6885,3550,3017,3268,2336,2305,4552,5118,7688,6683,7594,7489,6882,3497,2754,2800,1976,2634,3053,4938,6498,46.49,111.6,15548,8451,4153,3234,3154,2179,1975,2245,1783,2960,4716,6566,7869,12078,12213,7202,5230,2825,2744,1900,1805,4539,5317,6267,9851,6963,8748,6885,3550,3017,3268,2336,2305,4552,5118,7688,6683,7594,7489,6882,3497
Canyon Lake,29.89,-98.26,3632,2051,1228,1019,1195,883,1000,1189,867,2940,3324,3578,8045,6926,3424,2006,1421,854,1138,952,1438,3874,2914,3979,6040,4885,4123,2131,1638,914,1058,790,1450,2845,3133,4185,2967,4319,4751,2795,1414,1034,1144,1144,1919,2215,3108,5062,29.89,98.26,3632,2051,1228,1019,1195,883,1000,1189,867,2940,3324,3578,8045,6926,3424,2006,1421,854,1138,952,1438,3874,2914,3979,6040,4885,4123,2131,1638,914,1058,790,1450,2845,3133,4185,2967,4319,4751,2795,1414,1034,1144,1144,1919,2215,3108,5062,29.89,98.26,3632,2051,1228,1019,1195,883,1000,1189,867,2940,3324,3578,8045,6926,3424,2006,1421,854,1138,952,1438,3874,2914,3979,6040,4885,4123,2131,1638,914,1058,790,1450,2845,3133,4185,2967,4319,4751,2795,1414,1034,1144,1144,1919,2215,3108,5062,29.89,98.26,3632,2051,1228,1019,1195,883,1000,1189,867,2940,3324,3578,8045,6926,3424,2006,1421,854,1138,952,1438,3874,2914,3979,6040,4885,4123,2131,1638,914,1058,790,1450,2845,3133,4185,2967,4319,4751,2795,1414
Carencro Lake,29.38,-91.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,2041,3160,4985,5981,5656,4670,2656,2235,2391,1708,1592,2118,2435,4961,5838,7422,6302,4663,2645,2181,2253,1647,1948,1779,2582,4271,29.38,91.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,2041,3160,4985,5981,5656,4670,2656,2235,2391,1708,1592,2118,2435,4961,5838,7422,6302,4663,2645,2181,2253,1647,1948,1779,2582,4271,29.38,91.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,2041,3160,4985,5981,5656,4670,2656,2235,2391,1708,1592,2118,2435,4961,5838,7422,6302,4663,2645,2181,2253,1647,1948,1779,2582,4271,29.38,91.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,2041,3160,4985,5981,5656,4670,2656,2235,2391,1708,1592,2118,2435,4961,5838,7422,6302,4663,2645
Caribou Lake,46,-83.99,13546,6737,3304,2586,2648,1921,1721,1957,1608,3544,5794,6586,10928,18983,13393,6146,4401,2423,2527,1788,2136,5581,6107,6910,9232,12817,11003,6087,3179,2515,2812,1855,1910,3973,6289,20929,9274,8467,7697,5988,3344,2852,3020,2221,2946,4098,5727,6762,46,83.99,13546,6737,3304,2586,2648,1921,1721,1957,1608,3544,5794,6586,10928,18983,13393,6146,4401,2423,2527,1788,2136,5581,6107,6910,9232,12817,11003,6087,3179,2515,2812,1855,1910,3973,6289,20929,9274,8467,7697,5988,3344,2852,3020,2221,2946,4098,5727,6762,46,83.99,13546,6737,3304,2586,2648,1921,1721,1957,1608,3544,5794,6586,10928,18983,13393,6146,4401,2423,2527,1788,2136,5581,6107,6910,9232,12817,11003,6087,3179,2515,2812,1855,1910,3973,6289,20929,9274,8467,7697,5988,3344,2852,3020,2221,2946,4098,5727,6762,46,83.99,13546,6737,3304,2586,2648,1921,1721,1957,1608,3544,5794,6586,10928,18983,13393,6146,4401,2423,2527,1788,2136,5581,6107,6910,9232,12817,11003,6087,3179,2515,2812,1855,1910,3973,6289,20929,9274,8467,7697,5988,3344
Carlyle Reservoir,38.7,-89.28,0,0,0,0,0,0,0,0,0,3818,6525,6628,13644,24160,9446,5861,4711,2702,2694,1916,2045,5361,6164,5698,7843,8198,8271,6193,3087,2685,2886,2297,2200,3802,5186,10983,9982,13232,11205,5902,2869,2289,2634,1947,2852,3089,4808,6799,38.7,89.28,0,0,0,0,0,0,0,0,0,3818,6525,6628,13644,24160,9446,5861,4711,2702,2694,1916,2045,5361,6164,5698,7843,8198,8271,6193,3087,2685,2886,2297,2200,3802,5186,10983,9982,13232,11205,5902,2869,2289,2634,1947,2852,3089,4808,6799,38.7,89.28,0,0,0,0,0,0,0,0,0,3818,6525,6628,13644,24160,9446,5861,4711,2702,2694,1916,2045,5361,6164,5698,7843,8198,8271,6193,3087,2685,2886,2297,2200,3802,5186,10983,9982,13232,11205,5902,2869,2289,2634,1947,2852,3089,4808,6799,38.7,89.28,0,0,0,0,0,0,0,0,0,3818,6525,6628,13644,24160,9446,5861,4711,2702,2694,1916,2045,5361,6164,5698,7843,8198,8271,6193,3087,2685,2886,2297,2200,3802,5186,10983,9982,13232,11205,5902,2869
Case Lake,32.88,-95.6,0,0,0,0,0,0,0,0,0,0,2651,6071,8917,25568,17948,9092,6880,3833,3947,2789,2858,4536,5231,6215,8606,13362,12198,7010,3317,2701,2990,2037,2040,3319,5827,15835,10815,13456,9193,6676,3641,2901,3044,2088,2545,3322,5966,7985,32.88,95.6,0,0,0,0,0,0,0,0,0,0,2651,6071,8917,25568,17948,9092,6880,3833,3947,2789,2858,4536,5231,6215,8606,13362,12198,7010,3317,2701,2990,2037,2040,3319,5827,15835,10815,13456,9193,6676,3641,2901,3044,2088,2545,3322,5966,7985,32.88,95.6,0,0,0,0,0,0,0,0,0,0,2651,6071,8917,25568,17948,9092,6880,3833,3947,2789,2858,4536,5231,6215,8606,13362,12198,7010,3317,2701,2990,2037,2040,3319,5827,15835,10815,13456,9193,6676,3641,2901,3044,2088,2545,3322,5966,7985,32.88,95.6,0,0,0,0,0,0,0,0,0,0,2651,6071,8917,25568,17948,9092,6880,3833,3947,2789,2858,4536,5231,6215,8606,13362,12198,7010,3317,2701,2990,2037,2040,3319,5827,15835,10815,13456,9193,6676,3641
